,input,label,llm_label,rationale
8052,"Where does dust usually end up in the corner?
Answer Choices:
(a) windowsill
(b) carpet
(c) frogs
(d) ground
(e) corner",ground,corner,"The answer must be something that is usually found in the corner. Of the above choices, only corners are usually found in the corner."
8053,"The small dog looked longingly into the warm home and laughing family, what did it want?
Answer Choices:
(a) own home
(b) cold room
(c) suburb
(d) nursing home
(e) own house",own house,own home,"The answer must be something that the dog wants. Of the above choices, only own home makes sense."
8054,"What happens to the temperature if you turn up the thermostat?
Answer Choices:
(a) drop to zero
(b) drop rapidly
(c) gets colder
(d) increase
(e) heat up",increase,heat up,"The answer must be the opposite of what happens when you turn down the thermostat. Of the above choices, only heat up is the opposite of what happens when you turn down the thermostat."
8055,"Where is a road known as a motorway?
Answer Choices:
(a) scotland
(b) europe
(c) race track
(d) new jersey
(e) england",england,england,"The answer must be a place where a road is known as a motorway. Of the above choices, only England is a place where a road is known as a motorway."
8056,"where do children play a game?
Answer Choices:
(a) toy store
(b) bar
(c) casino
(d) table
(e) family room",family room,family room,"The answer must be a place where children play games. Of the above choices, only family room makes sense for children to play games."
8057,"Bill wants to make a fortune while sailing in the Caribbean, what should he look for?
Answer Choices:
(a) bank
(b) stock market
(c) treasure chest
(d) bag of cash
(e) real estate",treasure chest,treasure chest,"The answer must be something that can make Bill a fortune. Of the above choices, only treasure chest can make Bill a fortune."
8058,"We do not have rest, so how are we feeling?
Answer Choices:
(a) exhausted
(b) lonely
(c) worked all day
(d) were very tired
(e) feel better",were very tired,exhausted,"The answer should be the feeling of someone who does not have rest. Of the above choices, the closest feeling is exhausted."
8059,"The fact the two sides were able to even reach tentative agreement was a feat to what?
Answer Choices:
(a) accomplish
(b) make progress
(c) stop arguing
(d) do business
(e) concert",accomplish,accomplish,"The answer must be something that is difficult to do. Of the above choices, only accomplish is difficult to do."
8060,"There are lights for safety at what performance?
Answer Choices:
(a) golf course
(b) building
(c) concert
(d) carnival
(e) plane",concert,concert,"The answer must be a performance that requires lights for safety. Of the above choices, only concerts require lights for safety."
8061,"Where is a caught monkey likely to live at least to begin with?
Answer Choices:
(a) story book
(b) house
(c) rain forest
(d) tropical areas
(e) pet store",pet store,rain forest,"The answer must be a place where monkeys live. Of the above choices, only rain forest and tropical areas are places where monkeys live."
8062,"Celebrating with too many drinks will lead to what kind of pain the next morning?
Answer Choices:
(a) nausea
(b) intimacy
(c) drinking
(d) riots
(e) headaches",headaches,headaches,"The answer must be a kind of pain. Of the above choices, only headaches are a kind of pain."
8063,"What is eating an unhealthy meal likely to cause?
Answer Choices:
(a) gas
(b) gaining weight
(c) electrical circuit
(d) indigestion
(e) getting full",gas,indigestion,"The answer must be something that is caused by eating an unhealthy meal. Of the above choices, only indigestion is caused by eating an unhealthy meal."
8064,"How can you get rid of anger?
Answer Choices:
(a) write letter
(b) release energy
(c) scream
(d) pass sentence
(e) punch",release energy,release energy,"The answer must be something that can get rid of anger. Of the above choices, only release energy can get rid of anger."
8065,"Where would you most commonly find a marmot?
Answer Choices:
(a) in wild
(b) northern hemisphere
(c) tree
(d) colorado
(e) the beach",in wild,in wild,"The answer must be a place where marmots are commonly found. Of the above choices, only the wild is a place where marmots are commonly found."
8066,"What does a town make up a small part of?
Answer Choices:
(a) rural areas
(b) city
(c) countryside
(d) train station
(e) state",state,state,"The answer must be something that a town is a part of. Of the above choices, only a state is something that a town is a part of."
8067,"Where does a drug dealer like to hang out?
Answer Choices:
(a) supply drugs
(b) prison
(c) sell drugs
(d) jail
(e) nightclub",nightclub,nightclub,"The answer must be a place where drug dealers hang out. Of the above choices, only nightclubs are places where drug dealers hang out."
8068,"What is a train-related expression for exhaustion?
Answer Choices:
(a) have rest
(b) run out of steam
(c) go to sleep
(d) tuckered out
(e) stay in bed",run out of steam,run out of steam,"The answer must be an expression that means exhaustion. Of the above choices, only run out of steam is an expression that means exhaustion."
8069,"Creating art fulfilled me, what else did it give me therefor?
Answer Choices:
(a) strong emotion
(b) work of art
(c) communication
(d) feeling of accomplishment
(e) scholarship",feeling of accomplishment,feeling of accomplishment,"The answer must be something that creating art gives. Of the above choices, only a feeling of accomplishment is given by creating art."
8070,"What is a health benefit of jumping rope?
Answer Choices:
(a) increased heart rate
(b) get weight
(c) having fun
(d) sweating
(e) hopping",increased heart rate,increased heart rate,"The answer must be a health benefit of jumping rope. Of the above choices, only increased heart rate is a health benefit."
8071,"Where is an unused weapon likely to be?
Answer Choices:
(a) war
(b) army bunker
(c) police station
(d) hand
(e) holster",holster,holster,"The answer must be a place where a weapon is kept. Of the above choices, only holster is a place where a weapon is kept."
8072,"John needed to find shade. He was being blinded by what?
Answer Choices:
(a) full sunlight
(b) bright sunshine
(c) sunny place
(d) moonlight
(e) tanning",bright sunshine,bright sunshine,"The answer must be something that blinds people. Of the above choices, only bright sunshine blinds people."
8073,"The corner shop was the epicenter of activity, it's where everybody that knew everybody hung around in the small what?
Answer Choices:
(a) england
(b) iowa
(c) street corner
(d) city
(e) town",town,town,"The answer must be a place where a corner shop would be. Of the above choices, only a town would have a corner shop."
8074,"I needed my jeans washed when my electricity was cut off, where did I go?
Answer Choices:
(a) thrift store
(b) clothing store
(c) costume shop
(d) shopping mall
(e) laundromat",laundromat,laundromat,"The answer must be a place where jeans can be washed. Of the above choices, only laundromats are used to wash jeans."
8075,"The ficus tree isn't native to the state of actors and surfers but you can find them where?
Answer Choices:
(a) front yard
(b) california
(c) farm
(d) conservatory
(e) tropical forest",california,tropical forest,"The answer must be a place where ficus trees are found. Of the above choices, only tropical forests have ficus trees."
