,premise,hypothesis,label,llm_label,rationale,input
7220,A young woman wearing a colorful flower shirt is taking a photo on a busy street.,A man is hunting animals.,contradiction,neutral,The two sentences are unrelated.,A young woman wearing a colorful flower shirt is taking a photo on a busy street.</s>A man is hunting animals.
7221,A young woman wearing a colorful flower shirt is taking a photo on a busy street.,A woman is on a street,entailment,entailment,A busy street is a street.,A young woman wearing a colorful flower shirt is taking a photo on a busy street.</s>A woman is on a street
7222,A young woman wearing a colorful flower shirt is taking a photo on a busy street.,A woman likes to take photos,neutral,entailment,"The woman is taking a photo, so she likes to take photos.",A young woman wearing a colorful flower shirt is taking a photo on a busy street.</s>A woman likes to take photos
7223,Asian spectators.,People are watching,entailment,entailment,Spectators are people who are watching.,Asian spectators.</s>People are watching
7224,Asian spectators.,The Englishmen are playing a soccer game.,contradiction,neutral,The Englishmen are playing a soccer game.,Asian spectators.</s>The Englishmen are playing a soccer game.
7225,Asian spectators.,Asians are watching a game.,neutral,entailment,Spectators are people who watch a game.,Asian spectators.</s>Asians are watching a game.
7226,A man holding a glass and talking to an elderly woman.,A man is hitting the elderly woman.,contradiction,contradiction,The man is holding a glass and talking to the elderly woman.,A man holding a glass and talking to an elderly woman.</s>A man is hitting the elderly woman.
7227,A man holding a glass and talking to an elderly woman.,A man is talking to an old woman.,entailment,entailment,A man is a male. An elderly woman is an old woman.,A man holding a glass and talking to an elderly woman.</s>A man is talking to an old woman.
7228,A man holding a glass and talking to an elderly woman.,A man is drinking wine.,neutral,neutral,"The man is holding a glass, but it is not necessarily wine.",A man holding a glass and talking to an elderly woman.</s>A man is drinking wine.
7229,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,A man is riding a motorcycle up a mountain.,neutral,entailment,A motorcyclist is a man.,A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>A man is riding a motorcycle up a mountain.
7230,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,A person is riding a motorcyle.,entailment,entailment,A motorcyclist is a person.,A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>A person is riding a motorcyle.
7231,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,"A Man on a Motorcycle drives up a Mountain, while his friend has problems with his Bike.",neutral,entail,The man on the motorcycle is a man. The motorcycle is a bike. The mountain is green. The friend has problems with his bike.,"A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>A Man on a Motorcycle drives up a Mountain, while his friend has problems with his Bike."
7232,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,A Biker drives up a Mountain with his friend waiting on the foot of it.,entailment,neutral,The biker is not necessarily a friend of the other biker.,A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>A Biker drives up a Mountain with his friend waiting on the foot of it.
7233,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,"While one bike remains stationary, a driver of another motorcycle drives up a green mountain.",entailment,entailment,The premise and hypothesis are the same.,"A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>While one bike remains stationary, a driver of another motorcycle drives up a green mountain."
7234,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,A bicycle is cruising the streets.,contradiction,neutral,The motorcycle is not a bicycle.,A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>A bicycle is cruising the streets.
7235,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,A motorcycle is going up the side of a mountain.,entailment,entailment,A motorcyclist is a person who rides a motorcycle.,A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>A motorcycle is going up the side of a mountain.
7236,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,One Biker chases another on a Mountain Road.,contradiction,entailment,The first biker is driving up the side of a green mountain while the second bike remains stationary.,A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>One Biker chases another on a Mountain Road.
7237,A motorcyclist drives up the side of a green mountain while another bike remains stationary.,There are two motorcycles but one is broken,neutral,neutral,The motorcycle that is stationary is not necessarily broken.,A motorcyclist drives up the side of a green mountain while another bike remains stationary.</s>There are two motorcycles but one is broken
