question,premise,hypothesis,label,llm_label,rationale,input
Four women wearing dressing and white hats walking along a beach.</s>Four sad women wearing dressing and white hats walking along a beach.,Four women wearing dressing and white hats walking along a beach.,Four sad women wearing dressing and white hats walking along a beach.,neutral,neutral,The women are not necessarily sad.,Four women wearing dressing and white hats walking along a beach.</s>Four sad women wearing dressing and white hats walking along a beach.
A chinese lady is dressed as a karat girl.</s>The Chinese woman is wearing a type of uniform.,A chinese lady is dressed as a karat girl.,The Chinese woman is wearing a type of uniform.,entailment,entailment,The Chinese woman is wearing a type of uniform because she is dressed as a karat girl.,A chinese lady is dressed as a karat girl.</s>The Chinese woman is wearing a type of uniform.
A cyclist streaks through the trees.</s>Somebody is riding a bike in a wooded area.,A cyclist streaks through the trees.,Somebody is riding a bike in a wooded area.,entailment, ,A cyclist is a person who rides a bike. Streaking through the trees is a way of saying that the cyclist is riding a bike in a wooded area.,A cyclist streaks through the trees.</s>Somebody is riding a bike in a wooded area.
A man and a woman are drinking from ceramic cups in front of a brick wall.</s>The man and woman drink.,A man and a woman are drinking from ceramic cups in front of a brick wall.,The man and woman drink.,entailment,entailment,The man and woman are drinking from ceramic cups.,A man and a woman are drinking from ceramic cups in front of a brick wall.</s>The man and woman drink.
Women in uniform walk across ancient ruins.</s>the ruins are near a person.,Women in uniform walk across ancient ruins.,the ruins are near a person.,neutral,entailment,The ruins are near the women in uniform.,Women in uniform walk across ancient ruins.</s>the ruins are near a person.
A young girl in pink stripes grabbing a shoe that is being worn by another person.</s>The girl is grabbing someones hair.,A young girl in pink stripes grabbing a shoe that is being worn by another person.,The girl is grabbing someones hair.,contradiction,contradiction,"The girl is grabbing a shoe, not hair.",A young girl in pink stripes grabbing a shoe that is being worn by another person.</s>The girl is grabbing someones hair.
"A man with a black coat, blue jeans, and sneakers is standing next to a blue wall with writing on it.</s>a person standing near a wall.","A man with a black coat, blue jeans, and sneakers is standing next to a blue wall with writing on it.",a person standing near a wall.,entailment,entailment,A man is a person.,"A man with a black coat, blue jeans, and sneakers is standing next to a blue wall with writing on it.</s>a person standing near a wall."
Lambs on a grassy hill.</s>Lambs feed on the grassy hill.,Lambs on a grassy hill.,Lambs feed on the grassy hill.,neutral,entailment,Lambs feed on grass.,Lambs on a grassy hill.</s>Lambs feed on the grassy hill.
a boy swimming in a pool with goggles on</s>The pool is filled with other children as well.,a boy swimming in a pool with goggles on,The pool is filled with other children as well.,neutral,neutral,"The boy is swimming in a pool, but there is no evidence that there are other children in the pool.",a boy swimming in a pool with goggles on</s>The pool is filled with other children as well.
Wet girl in yellow swimsuit looks over cliff to a swimmer in the water.</s>Two people are diving into an indoor pool.,Wet girl in yellow swimsuit looks over cliff to a swimmer in the water.,Two people are diving into an indoor pool.,contradiction,contradiction,The swimmer is not diving into the water.,Wet girl in yellow swimsuit looks over cliff to a swimmer in the water.</s>Two people are diving into an indoor pool.
A woman walking towards a man wearing gloves outdoors gardening.</s>A person walking towards a man wearing gloves outdoors gardening.,A woman walking towards a man wearing gloves outdoors gardening.,A person walking towards a man wearing gloves outdoors gardening.,entailment,entailment,A woman is a person.,A woman walking towards a man wearing gloves outdoors gardening.</s>A person walking towards a man wearing gloves outdoors gardening.
Guys and girls in a cramped place with drinks in hand.</s>There are guys and girls at a party,Guys and girls in a cramped place with drinks in hand.,There are guys and girls at a party,neutral,neutral,The people in the picture are not necessarily at a party.,Guys and girls in a cramped place with drinks in hand.</s>There are guys and girls at a party
A woman and man are talking while another woman leans on her car biting her nails.</s>A woman and man are talking while another woman leans on her car biting her nails until they bleed.,A woman and man are talking while another woman leans on her car biting her nails.,A woman and man are talking while another woman leans on her car biting her nails until they bleed.,neutral,neutral,"The woman is biting her nails, but it is not stated that she is biting them until they bleed.",A woman and man are talking while another woman leans on her car biting her nails.</s>A woman and man are talking while another woman leans on her car biting her nails until they bleed.
