question,choices
Who sits at the center table at a receeption?,"['restorand', 'wedding party', 'church basement', 'corridor', 'restaurant']"
Who take stand in a trial to help a case?,"['witness', 'testify', 'give testimony', 'judge', 'tell truth']"
Who takes forever to pass a bill?,"['congress', 'wallet', 'restaurant', 'mail box', 'presidents']"
Who was the head of the branch yelling at?,"['owner', 'foot', 'subordinate', 'base', 'point']"
Who will be voted as the most likely to be successful?,"['bitterest', 'representative', 'cleverest', 'bunny rabbit', 'corrupt']"
Who would you go to if you wanted a picture of a thermometer?,"['cabinet', ""doctor's office"", 'hospital', 'drawer', 'camera']"
Wht causes something to not be holy/,"['halibut', 'damaged', 'profane', 'common', 'pope holy']"
Why  would a person stop buying products?,"['comparison shopping', 'overstocking', 'spending money', 'running out of money', 'bankruptcy']"
Why are cooks hired?,"['to be fired', 'prepare meals', 'season with salt', 'better food', 'perfect food']"
Why are guns not allowed in some areas?,"['bad', 'gun free zone', 'very dangerous', 'deadly in wrong hands', 'semiautomatic']"
Why are there different kinds of dogs?,"['do many things', 'go outside', 'to give the ark more diversity', 'many colours', 'sleep soundly']"
Why are there so many different creatures in the oceans?,"['saline based', 'wet', 'wide', 'very deep', 'pressure']"
Why can drinking alcohol cause a car crash?,"['having sex', 'disorientation', 'sickness', 'throwing up', 'snapchatting']"
Why could someone fall down after eating lunch?,"['drowsiness', 'late for work', 'feel full', 'lethargy', 'feel sleepy']"
Why did his eyes close and he begin to snore while listening to music that was quiet?,"['relaxation', 'fall asleep', 'deafness', 'resting', 'calm']"
Why did only the close friends laugh about the fox?,"['inside joke', 'bad joke', 'hen house', 'grassy field', 'tennessee']"
Why did the police office pull the car over?,"['going too fast', 'last several years', 'go fast', 'careless driving', 'start running']"
Why did the student raise her hand?,"['complete test', 'died', 'answer question', 'study book', 'read book']"
Why do I eat just enough when eating breakfast?,"['gas', 'full stomach', 'feeling satisfied', 'have energy', 'bloated']"
Why do almost all people that take dance classes do it?,"['express yourself', 'am happy', 'like dancing', 'have fun', 'deepen relationship']"
Why do children usually like jumping rope?,"['increased heart rate', 'smiling', 'sweating', 'having fun', 'jumping']"
Why do manufacturers have many machines?,"['turn jars', 'perform work', 'produce products', 'answering questions', 'serve humanity']"
Why do most people engage in chatting with friends?,"['fun', 'love', 'answers', 'inspiration', 'relaxation']"
Why do parents encourage their kids to play baseball?,"['round', 'cheap', 'break window', 'hard', 'fun to play']"
Why do parents tell kids to play games?,"['mental aptitude', 'happiness', 'winning', 'competitiveness', 'entertainment']"
Why do people compete in sports?,"['accomplishment', 'injuries', 'enemies', 'rivalry', 'death']"
Why do people eat food even when they do not lke to?,"['cooking takes a while', 'necessary to live', 'edible', 'kitchen', 'unhealthy']"
Why do people engage in chatting with friends in class?,"['necessity', 'answers', 'inspiration', 'love', 'fun']"
Why do people go about killing people ?,"['murder', 'get killed', 'sporting event', 'hate', 'feel remorse']"
Why do people go hiking?,"['drink water', 'get lost', 'get tired', 'enjoy nature', 'hunger']"
Why do people go to see others playing baseball?,"['pain', 'delight', 'entertainment', 'stupid', 'fun']"
Why do people like eating hamburgers?,"['clogged arteries', 'tasty', 'have fun', 'indigestion', 'gain weight']"
Why do people like getting wet in the summer?,"['get cold', 'relax', 'catching cold', 'catch cold', 'cooling off']"
Why do people participate in exercising?,"['tiredness', 'exhaustion', 'get sick', 'become stronger', 'use energy']"
Why do people primarily partake in surfing?,"['getting in shape', 'to get wet', 'getting wet', 'enjoyment', 'shark attacks']"
Why do people ready gossip magazines?,"['for a course', 'get information', 'improove know how', 'learn', 'entertained']"
Why do people socialize when they first get a new job?,"['meet new people', 'make friends', 'small talk', 'get a raise', 'talk to people']"
Why do people spend money?,"['spend cash', 'go shopping', 'buy things', 'have job', 'make money']"
Why do people spend time chatting with friends?,"['moroseness', 'laughter', 'feel close to', 'feel relaxed', 'gathering of information']"
Why do people start to play sports at the gym?,"['practice', 'compete', 'to have fun', 'get in shape', 'stretch']"
Why do people take up running?,"['shortness of breath', 'weight loss', 'faster travel', 'stitches', 'heart attack']"
Why do people want to have fun?,"['have sex', 'enjoy yourself', 'waste time', 'laughter', 'spontaneous']"
Why do people want to keep working?,"['frustration', 'make money', 'boredom', 'being paid', 'blisters']"
Why do people want to play games?,"['fun', 'keep score', 'try to win', 'attempt to win', 'bored']"
Why do people want to read fiction books?,"['having fun', 'falling asleep', 'learn new things', 'learn unknown concepts', 'memorize']"
Why do people want to swim in the heat?,"['wear bathing suit', 'fun', 'excercise', 'cool down', 'exercise']"
Why do some people choose to not own cars?,"['cost money', 'slow down', 'move people', 'get to town', 'cars are cheap']"
Why do some people quit work and go back to school for?,"['face problems', 'better themselves', 'become disillusioned', 'knowledge', 'talk to each other']"
Why do you create art?,"['creative', 'express yourself', 'inspires', 'feeling of accomplishment', 'have fun']"
Why do you need faith in religion?,"['unknowable', 'confusing', 'wars', 'both positive and negative', 'afterlife']"
Why do you not earn money while you have lunch?,"['too full', 'eat food', 'get food', 'find food', 'stop working']"
Why do you write in a diary?,"['not to forget', 'have to say', 'express yourself', 'thoughts', 'move fingers']"
Why does Tinder encourage meeting people?,"['smile', 'anxiety', 'being happy', 'making new friends', 'love']"
Why does a bodybuilder eat so much?,"['pleasant conversation', 'store food for winter', 'satisfy hunger', 'sounds of digestion', 'gain weight']"
Why does a lizard lay on a rock in the sun?,"['west texas', 'arid regions', 'to get a sexy tan', 'warm place', 'new mexico']"
Why does a person find a routine odd when things go astray?,"['unexpected', 'habitual', 'even', 'expected', 'common']"
Why does a person go to a soup kitchen?,"['own house', 'oral sex', 'statue', 'in mail', 'free food']"
Why does a person move to the suburbs?,"['make others happy', 'good lover', 'acknowledgment', 'for fun', 'low crime']"
Why does a person stay in bed on the weekend?,"['slumber', 'bedsores', 'lay down', 'sleep in', 'falling asleep']"
Why does grooming require careful consideration.?,"['mistakes', 'neatness', 'errors', 'cleanliness', 'beauty']"
Why does she sing so much?,"['insane', 'annoy people around', 'enjoy', 'inhale', 'had good voice']"
Why does someone clean their house from pollen?,"['injury', 'healthy living', 'tidy up', 'allergies', 'using water']"
Why does someone engage in chatting with friends when they want to workout?,"['fun', 'agreement', 'cell phone', 'answers', 'inspiration']"
Why does someone make sure they are eating breakfast?,"['fullness', 'have energy', 'better day', 'full stomach', 'indulge']"
Why does someone need to be doing housework themselves?,"['become tired', 'backache', 'low pay', 'fatigue', 'funny']"
Why does someone want to get in shape?,"['feel good', 'sex', 'desireable', 'overweight', 'avoid disease']"
Why does someone want to get warm when they are cold?,"['to do somersaults', 'feel comfortable', ""you're cold"", 'were cold', 'more comfortable']"
Why does the government impose taxes?,"['get money', 'school children', 'fraud', 'stop freedom', 'take money']"
Why does the guy try cashing in his check?,"['extra money', 'get paid', 'great joy', 'quitting', 'profit']"
Why does this person eat so much?,"['gain weight', 'promise to do', 'catch cold', 'finish food', 'fear death']"
Why does this person stop and look both ways at a railroad crossing?,"['gain weight', 'promise to do', 'fear death', 'cross street', 'laws']"
Why does wood float?,"['it is a good swimmer', 'solid', 'gilded', 'less dense than water', 'porous']"
Why is a husband looking at apartments after communicating with his wife when they are tired?,"['confusion', 'misunderstandings', 'transfer of information', 'exchanging ideas', 'static']"
Why is a member of the priesthood in a new church advised by friends to start getting in shape?,"['blue 32', 'losing weight', 'feel better', 'pain', 'exercise']"
Why is a period likely to be on a page?,"['history', 'end of line', 'tracking of music', 'school', 'finish sentence']"
Why is a person eating hamburger that is not cooked likely to become ill?,"['being full', 'to fill the stomach', 'heartburn', 'food poisoning', 'gas']"
Why is a person likely to be satisfied when using an auto shop?,"['have enough food', 'knowledgable', 'compliments', 'goals', 'meet expectations']"
Why is a person likely to stop eating hamburger and save the rest for later?,"['sadness', 'being full', 'heartburn', 'food poisoning', 'death']"
Why is eating breakfast the best meal of the day?,"['feeling satisfied', 'have energy', 'start metabolism', 'full stomach', 'gain energy']"
Why is grooming often recommended to greasy teens?,"['neatness', 'selfishness', 'mistakes', 'cleanliness', 'satisfaction']"
Why is it difficult to tell what the weather might do sometimes?,"['clear', 'unpredictable', 'important to farmers', 'hot or cold', 'mild']"
Why is it necessary for someone to be going to bed?,"['pregnancy', 'feeling refreshed', 'mowing lawn', 'might dream', 'good sleep']"
