,input,label,llm_label,rationale
1179,"Who watches a play in an auditorium?
Answer Choices:
(a) building
(b) crowd
(c) city
(d) group
(e) high school",crowd,crowd,"The answer must be someone who watches a play in an auditorium. Of the above choices, only a crowd watches a play in an auditorium."
1180,"Why are dogs often known as man's best friend?
Answer Choices:
(a) aggressive
(b) friendly
(c) very loyal
(d) found outside
(e) very smart",very loyal,very loyal,"The answer must be a reason why dogs are known as man's best friend. Of the above choices, only very loyal is a reason why dogs are known as man's best friend."
1181,"Why did the heavy metal band need electricity at the stadium?
Answer Choices:
(a) concert
(b) bedroom
(c) make person sick
(d) building
(e) church",concert,concert,"The answer must be something that a heavy metal band would need electricity for. Of the above choices, only concert makes sense."
1182,"Why do most people take a quick rest during the day?
Answer Choices:
(a) need to
(b) hungry
(c) feel more energetic
(d) weak
(e) regenerate",feel more energetic,regenerate,"The answer must be something that happens when people take a quick rest. Of the above choices, only regenerate makes sense."
1183,"Why do people play chess on the weekends?
Answer Choices:
(a) satisfaction
(b) have fun
(c) thrilling
(d) made
(e) smart",have fun,have fun,"The answer should be the reason why people play chess on the weekends. Of the above choices, the closest reason is to have fun."
1184,"Why do people read non fiction?
Answer Choices:
(a) having fun
(b) it's more relatable
(c) learn new things
(d) becoming absorbed
(e) falling asleep",learn new things,learn new things,"The answer must be a reason why people read non fiction. Of the above choices, only learning new things is a reason why people read non fiction."
1185,"Why do people stop caring about their problems?
Answer Choices:
(a) no problems
(b) better themselves
(c) face problems
(d) learn from each other
(e) become disillusioned",become disillusioned,become disillusioned,"The answer must be something that makes people stop caring about their problems. Of the above choices, only becoming disillusioned makes people stop caring about their problems."
1186,"Why do people who are dying receive social security payments?
Answer Choices:
(a) rejuvenation
(b) born again
(c) no longer exist
(d) unable to work
(e) change of color",unable to work,unable to work,"The answer must be something that describes why people who are dying receive social security payments. Of the above choices, only unable to work describes why people who are dying receive social security payments."
1187,"Why do some people get passports and go to different locations?
Answer Choices:
(a) believe in god
(b) smoke marijuana
(c) desire to travel
(d) use weapons
(e) throw away",desire to travel,desire to travel,"The answer must be something that people do when they travel. Of the above choices, only desire to travel makes sense."
1188,"Why do young people swallow semen ?
Answer Choices:
(a) you're into
(b) prostitute
(c) you're curious
(d) curiosity
(e) heterosexual woman in love",you're curious,you're curious,"The answer must be the reason why young people swallow semen. Of the above choices, only curiosity is a reason."
1189,"Why does having a disability sometimes making academic tasks hard for a person?
Answer Choices:
(a) mentally challenged
(b) have choice
(c) lots of space
(d) hungry
(e) acknowledgment",mentally challenged,mentally challenged,"The answer must be something that makes academic tasks hard. Of the above choices, only mentally challenged makes academic tasks hard."
1190,"Why does someone flirt with many people at once?
Answer Choices:
(a) have sex
(b) get laid
(c) were lonely
(d) attract attention
(e) dance",attract attention,attract attention,"The answer must be the reason why someone flirts with many people at once. Of the above choices, only attract attention makes sense."
1191,"Why does someone want to examine thing closely?
Answer Choices:
(a) buy
(b) learn about
(c) buy
(d) complex
(e) interesting",learn about,learn about,"The answer must be the reason why someone wants to examine something closely. Of the above choices, the closest reason is to learn about it."
1192,"Why is it hard for a young child to read a long book?
Answer Choices:
(a) knowledge
(b) cover
(c) no pictures
(d) past
(e) many words",many words,many words,"The answer must be something that makes it hard for a young child to read a long book. Of the above choices, only many words makes it hard for a young child to read a long book."
1193,"Why is religion so hard to understand?
Answer Choices:
(a) both positive and negative
(b) unknowable
(c) important to people
(d) ocean
(e) confusing",confusing,unknowable,"The answer must be a reason why religion is hard to understand. Of the above choices, only unknowable is a reason why religion is hard to understand."
1194,"Why might a person be known as a liar?
Answer Choices:
(a) have no home
(b) false information
(c) hungry
(d) made fun of
(e) brain tumor",false information,false information,"The answer must be something that would make a person a liar. Of the above choices, only false information would make a person a liar."
1195,"Why would a band be performing when there are no people nearby?
Answer Choices:
(a) record album
(b) play music
(c) hold concert
(d) blaring
(e) practice",record album,practice,"The answer must be something that a band would do when there are no people nearby. Of the above choices, only practice makes sense."
1196,"Why would a person like to have a large house?
Answer Choices:
(a) have choice
(b) mentally challenged
(c) own house
(d) obesity
(e) lots of space",lots of space,lots of space,"The answer must be a reason why a person would like to have a large house. Of the above choices, only lots of space is a reason why a person would like to have a large house."
1197,"Why would a person put flowers in a room with dirty gym socks?
Answer Choices:
(a) continue to grow
(b) plant themselves
(c) many colors
(d) smell good
(e) make pretty",smell good,smell good,"The answer must be something that flowers do that dirty gym socks don't do. Of the above choices, only smell good is something that flowers do that dirty gym socks don't do."
1198,"Why would a small dog pant if it's hot outside?
Answer Choices:
(a) outside
(b) europe
(c) heat
(d) wet
(e) dog show",heat,heat,"The answer must be something that would cause a dog to pant. Of the above choices, only heat would cause a dog to pant."
1199,"Why would a woman kill a stranger she met in a dark alley?
Answer Choices:
(a) being raped
(b) get rid of
(c) they didn't know the passcode
(d) get revenge
(e) were evil",being raped,being raped,"The answer must be a reason for killing a stranger. Of the above choices, only being raped is a reason for killing a stranger."
1200,"Why would one try to avoid work?
Answer Choices:
(a) making money
(b) leave home
(c) success
(d) malaise
(e) bad mood",malaise,bad mood,"The answer should be the reason why one would try to avoid work. Of the above choices, the closest reason is bad mood."
1201,"Why would you be watching tv instead of doing something else?
Answer Choices:
(a) headache
(b) laughter
(c) laziness
(d) erections
(e) wasting time",laziness,laziness,"The answer must be a reason why someone would watch tv instead of doing something else. Of the above choices, only laziness makes sense."
1202,"Why would you go to an office?
Answer Choices:
(a) work
(b) school building
(c) paper
(d) city
(e) habit",work,work,"The answer must be something that is done in an office. Of the above choices, only work is done in an office."
1203,"Why would you not trust your friends after chatting with friends?
Answer Choices:
(a) fever
(b) smoke
(c) laughing
(d) coughing
(e) lie",lie,lie,"The answer must be something that would make you not trust your friends. Of the above choices, only lie would make you not trust your friends."
1204,"Why would you take a bus to work?
Answer Choices:
(a) commute
(b) flying
(c) get somewhere
(d) travel
(e) go home",commute,commute,"The answer must be something that a bus can do. Of the above choices, only commute is something that a bus can do."
